Date,Close,High,Low,Open,Volume,Daily_Return
1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,
1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.005662535805988744
1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,-0.0022523037731887463
1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,-0.009593684135519531
1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.006267841318150724
1928-01-09,17.5,17.5,17.5,17.5,0,-0.009060014088027035
1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,-0.007428523472377213
1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.0011514367758980182
1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.006916364798062347
1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.006296543484548112
1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,-0.016495961856499042
1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0005782718914852936
1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,-0.002312081499577401
1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.006952429333341836
1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.005753762157564735
1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.009153309588224356
1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.003968236805342196
1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,-0.010728325044102704
1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.006278464619228208
1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.003403367903983767
1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,-0.011305865285555106
1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.004574038007602477
1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,-0.0022765514441354107
1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.005704419292879681
1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.01304591906891095
1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.0028736290520334773
1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.0005730789939605296
1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.002866928642743183
1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.0034305012422848336
1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,-0.0005697049554332922
1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.005701275726912924
1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.0022936304072485036
1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.002873519434293592
1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,-0.017867403984236807
1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,-0.005281698811757662
1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0.009439518596479513
1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0.0011688223086876448
1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0.0029189227588346522
1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,-0.004074487402839555
1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0.0029222229852112758
1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.00582752810949505
1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0023174396088232463
1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0
1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.015606963564788412
1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0.005691541446024351
1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,-0.005093387221239198
1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.00341293891938399
1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.016439961766524958
1928-03-12,18.0,18.0,18.0,18.0,0,0.003904054301884896
1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,-0.004444440205891964
1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.0005580484843337175
1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0.007808108603769792
1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,0.01051469492343382
1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,0.005476472081942019
1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0.005446539803746653
1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,0.010292553818024519
1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,-0.0026809242940074585
1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0.009677435563663073
1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0.014376919091756868
1928-03-27,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,-0.005774210362640586
1928-03-28,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,-0.0026399758711341814
1928-03-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0.003176356550011139
1928-03-30,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,0.017414243293933485
1928-04-02,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,-0.019190914214525123
1928-04-03,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0.005817060351093417
1928-04-04,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,-0.0015773231295197476
1928-04-05,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0,0.012638218747278662
1928-04-09,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,0.002080130862171181
1928-04-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,-0.008822006863287601
1928-04-11,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,0.017801054753786794
1928-04-12,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0,-0.0015432451554180382
1928-04-13,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,0.016486331650686914
1928-04-16,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,-0.0025341732499036818
1928-04-17,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,-0.008130073421291018
1928-04-18,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,0.0
1928-04-19,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,0.00563517932496671
1928-04-20,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0,-0.014773256269838053
1928-04-23,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0,-0.009824226088860355
1928-04-24,19.25,19.25,19.25,19.25,0,0.005221952138994457
1928-04-25,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,0.004155840192522353
1928-04-26,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0,0.007242596492550657
1928-04-27,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,0.010785875666531108
1928-04-30,19.75,19.75,19.75,19.75,0,0.0035568950070499206
1928-05-01,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,0,0.0015190221086334166
1928-05-02,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,0,0.0025277672055039613
1928-05-03,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0,0.005042883603351811
1928-05-04,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,0.015554413507052223
1928-05-07,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,0,0.008399213350611223
1928-05-08,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,0,-0.006859352802307317
1928-05-09,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,-0.001480053575135365
1928-05-10,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,0,-0.0014822473806703762
1928-05-11,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,0,0.0074221441204394
1928-05-14,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,0,0.003929269219441034
1928-05-15,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,0,-0.002446239877825218
1928-05-16,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,0,-0.016674848590750857
1928-05-17,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0,0.0034913518621717543
1928-05-18,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,0,-0.009940395357710852
1928-05-21,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,-0.014558278836176441
1928-05-22,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,0,-0.01375438420571462
1928-05-23,19.75,19.75,19.75,19.75,0,0.020144595937662713
